Title,Authors,pdf,supp,arXiv
Label-Efficient Group Robustness via Out-of-Distribution Concept Curation,"Yiwei Yang, Anthony Z. Liu, Robert Wolfe, Aylin Caliskan, Bill Howe",https://openaccess.thecvf.com/content/CVPR2024/papers/Yang_Label-Efficient_Group_Robustness_via_Out-of-Distribution_Concept_Curation_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yang_Label-Efficient_Group_Robustness_CVPR_2024_supplemental.pdf,
MMCert: Provable Defense against Adversarial Attacks to Multi-modal Models,"Yanting Wang, Hongye Fu, Wei Zou, Jinyuan Jia",https://openaccess.thecvf.com/content/CVPR2024/papers/Wang_MMCert_Provable_Defense_against_Adversarial_Attacks_to_Multi-modal_Models_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wang_MMCert_Provable_Defense_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.19080
3DToonify: Creating Your High-Fidelity 3D Stylized Avatar Easily from 2D Portrait Images,"Yifang Men, Hanxi Liu, Yuan Yao, Miaomiao Cui, Xuansong Xie, Zhouhui Lian",https://openaccess.thecvf.com/content/CVPR2024/papers/Men_3DToonify_Creating_Your_High-Fidelity_3D_Stylized_Avatar_Easily_from_2D_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Men_3DToonify_Creating_Your_CVPR_2024_supplemental.pdf,
NAYER: Noisy Layer Data Generation for Efficient and Effective Data-free Knowledge Distillation,"Minh-Tuan Tran, Trung Le, Xuan-May Le, Mehrtash Harandi, Quan Hung Tran, Dinh Phung",https://openaccess.thecvf.com/content/CVPR2024/papers/Tran_NAYER_Noisy_Layer_Data_Generation_for_Efficient_and_Effective_Data-free_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Tran_NAYER_Noisy_Layer_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2310.00258
OmniVec2 - A Novel Transformer based Network for Large Scale Multimodal and Multitask Learning,"Siddharth Srivastava, Gaurav Sharma",https://openaccess.thecvf.com/content/CVPR2024/papers/Srivastava_OmniVec2_-_A_Novel_Transformer_based_Network_for_Large_Scale_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Srivastava_OmniVec2_-_A_CVPR_2024_supplemental.pdf,
Investigating Compositional Challenges in Vision-Language Models for Visual Grounding,"Yunan Zeng, Yan Huang, Jinjin Zhang, Zequn Jie, Zhenhua Chai, Liang Wang",https://openaccess.thecvf.com/content/CVPR2024/papers/Zeng_Investigating_Compositional_Challenges_in_Vision-Language_Models_for_Visual_Grounding_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zeng_Investigating_Compositional_Challenges_CVPR_2024_supplemental.pdf,
6D-Diff: A Keypoint Diffusion Framework for 6D Object Pose Estimation,"Li Xu, Haoxuan Qu, Yujun Cai, Jun Liu",https://openaccess.thecvf.com/content/CVPR2024/papers/Xu_6D-Diff_A_Keypoint_Diffusion_Framework_for_6D_Object_Pose_Estimation_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Xu_6D-Diff_A_Keypoint_CVPR_2024_supplemental.pdf,
Generative Region-Language Pretraining for Open-Ended Object Detection,"Chuang Lin, Yi Jiang, Lizhen Qu, Zehuan Yuan, Jianfei Cai",https://openaccess.thecvf.com/content/CVPR2024/papers/Lin_Generative_Region-Language_Pretraining_for_Open-Ended_Object_Detection_CVPR_2024_paper.pdf,,http://arxiv.org/abs/2403.10191
Enhancing Post-training Quantization Calibration through Contrastive Learning,"Yuzhang Shang, Gaowen Liu, Ramana Rao Kompella, Yan Yan",https://openaccess.thecvf.com/content/CVPR2024/papers/Shang_Enhancing_Post-training_Quantization_Calibration_through_Contrastive_Learning_CVPR_2024_paper.pdf,,
Efficient Model Stealing Defense with Noise Transition Matrix,"Dong-Dong Wu, Chilin Fu, Weichang Wu, Wenwen Xia, Xiaolu Zhang, Jun Zhou, Min-Ling Zhang",https://openaccess.thecvf.com/content/CVPR2024/papers/Wu_Efficient_Model_Stealing_Defense_with_Noise_Transition_Matrix_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wu_Efficient_Model_Stealing_CVPR_2024_supplemental.pdf,
MeshPose: Unifying DensePose and 3D Body Mesh Reconstruction,"Eric-Tuan Le, Antonis Kakolyris, Petros Koutras, Himmy Tam, Efstratios Skordos, George Papandreou, Riza Alp Güler, Iasonas Kokkinos",https://openaccess.thecvf.com/content/CVPR2024/papers/Le_MeshPose_Unifying_DensePose_and_3D_Body_Mesh_Reconstruction_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Le_MeshPose_Unifying_DensePose_CVPR_2024_supplemental.zip,http://arxiv.org/abs/2406.10180
Unsupervised Salient Instance Detection,"Xin Tian, Ke Xu, Rynson Lau",https://openaccess.thecvf.com/content/CVPR2024/papers/Tian_Unsupervised_Salient_Instance_Detection_CVPR_2024_paper.pdf,,
Enhancing Visual Document Understanding with Contrastive Learning in Large Visual-Language Models,"Xin Li, Yunfei Wu, Xinghua Jiang, Zhihao Guo, Mingming Gong, Haoyu Cao, Yinsong Liu, Deqiang Jiang, Xing Sun",https://openaccess.thecvf.com/content/CVPR2024/papers/Li_Enhancing_Visual_Document_Understanding_with_Contrastive_Learning_in_Large_Visual-Language_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Li_Enhancing_Visual_Document_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2402.19014
Move Anything with Layered Scene Diffusion,"Jiawei Ren, Mengmeng Xu, Jui-Chieh Wu, Ziwei Liu, Tao Xiang, Antoine Toisoul",https://openaccess.thecvf.com/content/CVPR2024/papers/Ren_Move_Anything_with_Layered_Scene_Diffusion_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ren_Move_Anything_with_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2404.07178
GS-SLAM: Dense Visual SLAM with 3D Gaussian Splatting,"Chi Yan, Delin Qu, Dan Xu, Bin Zhao, Zhigang Wang, Dong Wang, Xuelong Li",https://openaccess.thecvf.com/content/CVPR2024/papers/Yan_GS-SLAM_Dense_Visual_SLAM_with_3D_Gaussian_Splatting_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yan_GS-SLAM_Dense_Visual_CVPR_2024_supplemental.pdf,
Scaffold-GS: Structured 3D Gaussians for View-Adaptive Rendering,"Tao Lu, Mulin Yu, Linning Xu, Yuanbo Xiangli, Limin Wang, Dahua Lin, Bo Dai",https://openaccess.thecvf.com/content/CVPR2024/papers/Lu_Scaffold-GS_Structured_3D_Gaussians_for_View-Adaptive_Rendering_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Lu_Scaffold-GS_Structured_3D_CVPR_2024_supplemental.pdf,
Data Valuation and Detections in Federated Learning,"Wenqian Li, Shuran Fu, Fengrui Zhang, Yan Pang",https://openaccess.thecvf.com/content/CVPR2024/papers/Li_Data_Valuation_and_Detections_in_Federated_Learning_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Li_Data_Valuation_and_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2311.05304
Classes Are Not Equal: An Empirical Study on Image Recognition Fairness,"Jiequan Cui, Beier Zhu, Xin Wen, Xiaojuan Qi, Bei Yu, Hanwang Zhang",https://openaccess.thecvf.com/content/CVPR2024/papers/Cui_Classes_Are_Not_Equal_An_Empirical_Study_on_Image_Recognition_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Cui_Classes_Are_Not_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2402.18133
Human Gaussian Splatting: Real-time Rendering of Animatable Avatars,"Arthur Moreau, Jifei Song, Helisa Dhamo, Richard Shaw, Yiren Zhou, Eduardo Pérez-Pellitero",https://openaccess.thecvf.com/content/CVPR2024/papers/Moreau_Human_Gaussian_Splatting_Real-time_Rendering_of_Animatable_Avatars_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Moreau_Human_Gaussian_Splatting_CVPR_2024_supplemental.zip,http://arxiv.org/abs/2311.17113
Multi-Scale 3D Gaussian Splatting for Anti-Aliased Rendering,"Zhiwen Yan, Weng Fei Low, Yu Chen, Gim Hee Lee",https://openaccess.thecvf.com/content/CVPR2024/papers/Yan_Multi-Scale_3D_Gaussian_Splatting_for_Anti-Aliased_Rendering_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yan_Multi-Scale_3D_Gaussian_CVPR_2024_supplemental.zip,http://arxiv.org/abs/2311.17089
A Bayesian Approach to OOD Robustness in Image Classification,"Prakhar Kaushik, Adam Kortylewski, Alan Yuille",https://openaccess.thecvf.com/content/CVPR2024/papers/Kaushik_A_Bayesian_Approach_to_OOD_Robustness_in_Image_Classification_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Kaushik_A_Bayesian_Approach_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.07277
Unified-IO 2: Scaling Autoregressive Multimodal Models with Vision Language Audio and Action,"Jiasen Lu, Christopher Clark, Sangho Lee, Zichen Zhang, Savya Khosla, Ryan Marten, Derek Hoiem, Aniruddha Kembhavi",https://openaccess.thecvf.com/content/CVPR2024/papers/Lu_Unified-IO_2_Scaling_Autoregressive_Multimodal_Models_with_Vision_Language_Audio_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Lu_Unified-IO_2_Scaling_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2312.17172
Joint Reconstruction of 3D Human and Object via Contact-Based Refinement Transformer,"Hyeongjin Nam, Daniel Sungho Jung, Gyeongsik Moon, Kyoung Mu Lee",https://openaccess.thecvf.com/content/CVPR2024/papers/Nam_Joint_Reconstruction_of_3D_Human_and_Object_via_Contact-Based_Refinement_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Nam_Joint_Reconstruction_of_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2404.04819
TIM: A Time Interval Machine for Audio-Visual Action Recognition,"Jacob Chalk, Jaesung Huh, Evangelos Kazakos, Andrew Zisserman, Dima Damen",https://openaccess.thecvf.com/content/CVPR2024/papers/Chalk_TIM_A_Time_Interval_Machine_for_Audio-Visual_Action_Recognition_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chalk_TIM_A_Time_CVPR_2024_supplemental.zip,http://arxiv.org/abs/2404.05559
The Devil is in the Details: StyleFeatureEditor for Detail-Rich StyleGAN Inversion and High Quality Image Editing,"Denis Bobkov, Vadim Titov, Aibek Alanov, Dmitry Vetrov",https://openaccess.thecvf.com/content/CVPR2024/papers/Bobkov_The_Devil_is_in_the_Details_StyleFeatureEditor_for_Detail-Rich_StyleGAN_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Bobkov_The_Devil_is_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2406.10601
Unbiased Estimator for Distorted Conics in Camera Calibration,"Chaehyeon Song, Jaeho Shin, Myung-Hwan Jeon, Jongwoo Lim, Ayoung Kim",https://openaccess.thecvf.com/content/CVPR2024/papers/Song_Unbiased_Estimator_for_Distorted_Conics_in_Camera_Calibration_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Song_Unbiased_Estimator_for_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.04583
MultiPhys: Multi-Person Physics-aware 3D Motion Estimation,"Nicolas Ugrinovic, Boxiao Pan, Georgios Pavlakos, Despoina Paschalidou, Bokui Shen, Jordi Sanchez-Riera, Francesc Moreno-Noguer, Leonidas Guibas",https://openaccess.thecvf.com/content/CVPR2024/papers/Ugrinovic_MultiPhys_Multi-Person_Physics-aware_3D_Motion_Estimation_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ugrinovic_MultiPhys_Multi-Person_Physics-aware_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2404.11987
Multi-Level Neural Scene Graphs for Dynamic Urban Environments,"Tobias Fischer, Lorenzo Porzi, Samuel Rota Bulo, Marc Pollefeys, Peter Kontschieder",https://openaccess.thecvf.com/content/CVPR2024/papers/Fischer_Multi-Level_Neural_Scene_Graphs_for_Dynamic_Urban_Environments_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Fischer_Multi-Level_Neural_Scene_CVPR_2024_supplemental.zip,http://arxiv.org/abs/2404.00168
Would Deep Generative Models Amplify Bias in Future Models?,"Tianwei Chen, Yusuke Hirota, Mayu Otani, Noa Garcia, Yuta Nakashima",https://openaccess.thecvf.com/content/CVPR2024/papers/Chen_Would_Deep_Generative_Models_Amplify_Bias_in_Future_Models_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chen_Would_Deep_Generative_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2404.03242
Bayes' Rays: Uncertainty Quantification for Neural Radiance Fields,"Lily Goli, Cody Reading, Silvia Sellán, Alec Jacobson, Andrea Tagliasacchi",https://openaccess.thecvf.com/content/CVPR2024/papers/Goli_Bayes_Rays_Uncertainty_Quantification_for_Neural_Radiance_Fields_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Goli_Bayes_Rays_Uncertainty_CVPR_2024_supplemental.pdf,
NIVeL: Neural Implicit Vector Layers for Text-to-Vector Generation,"Vikas Thamizharasan, Difan Liu, Matthew Fisher, Nanxuan Zhao, Evangelos Kalogerakis, Michal Lukac",https://openaccess.thecvf.com/content/CVPR2024/papers/Thamizharasan_NIVeL_Neural_Implicit_Vector_Layers_for_Text-to-Vector_Generation_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Thamizharasan_NIVeL_Neural_Implicit_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2405.15217
Driving-Video Dehazing with Non-Aligned Regularization for Safety Assistance,"Junkai Fan, Jiangwei Weng, Kun Wang, Yijun Yang, Jianjun Qian, Jun Li, Jian Yang",https://openaccess.thecvf.com/content/CVPR2024/papers/Fan_Driving-Video_Dehazing_with_Non-Aligned_Regularization_for_Safety_Assistance_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Fan_Driving-Video_Dehazing_with_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2405.09996
Is Vanilla MLP in Neural Radiance Field Enough for Few-shot View Synthesis?,"Hanxin Zhu, Tianyu He, Xin Li, Bingchen Li, Zhibo Chen",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhu_Is_Vanilla_MLP_in_Neural_Radiance_Field_Enough_for_Few-shot_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhu_Is_Vanilla_MLP_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.06092
CVT-xRF: Contrastive In-Voxel Transformer for 3D Consistent Radiance Fields from Sparse Inputs,"Yingji Zhong, Lanqing Hong, Zhenguo Li, Dan Xu",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhong_CVT-xRF_Contrastive_In-Voxel_Transformer_for_3D_Consistent_Radiance_Fields_from_CVPR_2024_paper.pdf,,
OAKINK2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion,"Xinyu Zhan, Lixin Yang, Yifei Zhao, Kangrui Mao, Hanlin Xu, Zenan Lin, Kailin Li, Cewu Lu",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhan_OAKINK2_A_Dataset_of_Bimanual_Hands-Object_Manipulation_in_Complex_Task_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhan_OAKINK2_A_Dataset_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.19417
CogAgent: A Visual Language Model for GUI Agents,"Wenyi Hong, Weihan Wang, Qingsong Lv, Jiazheng Xu, Wenmeng Yu, Junhui Ji, Yan Wang, Zihan Wang, Yuxiao Dong, Ming Ding, Jie Tang",https://openaccess.thecvf.com/content/CVPR2024/papers/Hong_CogAgent_A_Visual_Language_Model_for_GUI_Agents_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Hong_CogAgent_A_Visual_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2312.08914
Text-Guided 3D Face Synthesis - From Generation to Editing,"Yunjie Wu, Yapeng Meng, Zhipeng Hu, Lincheng Li, Haoqian Wu, Kun Zhou, Weiwei Xu, Xin Yu",https://openaccess.thecvf.com/content/CVPR2024/papers/Wu_Text-Guided_3D_Face_Synthesis_-_From_Generation_to_Editing_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wu_Text-Guided_3D_Face_CVPR_2024_supplemental.pdf,
AIDE: An Automatic Data Engine for Object Detection in Autonomous Driving,"Mingfu Liang, Jong-Chyi Su, Samuel Schulter, Sparsh Garg, Shiyu Zhao, Ying Wu, Manmohan Chandraker",https://openaccess.thecvf.com/content/CVPR2024/papers/Liang_AIDE_An_Automatic_Data_Engine_for_Object_Detection_in_Autonomous_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Liang_AIDE_An_Automatic_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.17373
Multiplane Prior Guided Few-Shot Aerial Scene Rendering,"Zihan Gao, Licheng Jiao, Lingling Li, Xu Liu, Fang Liu, Puhua Chen, Yuwei Guo",https://openaccess.thecvf.com/content/CVPR2024/papers/Gao_Multiplane_Prior_Guided_Few-Shot_Aerial_Scene_Rendering_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Gao_Multiplane_Prior_Guided_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2406.04961
MAS: Multi-view Ancestral Sampling for 3D Motion Generation Using 2D Diffusion,"Roy Kapon, Guy Tevet, Daniel Cohen-Or, Amit H. Bermano",https://openaccess.thecvf.com/content/CVPR2024/papers/Kapon_MAS_Multi-view_Ancestral_Sampling_for_3D_Motion_Generation_Using_2D_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Kapon_MAS_Multi-view_Ancestral_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2310.14729
Smart Help: Strategic Opponent Modeling for Proactive and Adaptive Robot Assistance in Households,"Zhihao Cao, Zidong Wang, Siwen Xie, Anji Liu, Lifeng Fan",https://openaccess.thecvf.com/content/CVPR2024/papers/Cao_Smart_Help_Strategic_Opponent_Modeling_for_Proactive_and_Adaptive_Robot_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Cao_Smart_Help_Strategic_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2404.09001
Bilateral Event Mining and Complementary for Event Stream Super-Resolution,"Zhilin Huang, Quanmin Liang, Yijie Yu, Chujun Qin, Xiawu Zheng, Kai Huang, Zikun Zhou, Wenming Yang",https://openaccess.thecvf.com/content/CVPR2024/papers/Huang_Bilateral_Event_Mining_and_Complementary_for_Event_Stream_Super-Resolution_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Huang_Bilateral_Event_Mining_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2405.10037
Online Task-Free Continual Generative and Discriminative Learning via Dynamic Cluster Memory,"Fei Ye, Adrian G. Bors",https://openaccess.thecvf.com/content/CVPR2024/papers/Ye_Online_Task-Free_Continual_Generative_and_Discriminative_Learning_via_Dynamic_Cluster_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ye_Online_Task-Free_Continual_CVPR_2024_supplemental.pdf,
Rapid Motor Adaptation for Robotic Manipulator Arms,"Yichao Liang, Kevin Ellis, João Henriques",https://openaccess.thecvf.com/content/CVPR2024/papers/Liang_Rapid_Motor_Adaptation_for_Robotic_Manipulator_Arms_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Liang_Rapid_Motor_Adaptation_CVPR_2024_supplemental.zip,http://arxiv.org/abs/2312.04670
SANeRF-HQ: Segment Anything for NeRF in High Quality,"Yichen Liu, Benran Hu, Chi-Keung Tang, Yu-Wing Tai",https://openaccess.thecvf.com/content/CVPR2024/papers/Liu_SANeRF-HQ_Segment_Anything_for_NeRF_in_High_Quality_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Liu_SANeRF-HQ_Segment_Anything_CVPR_2024_supplemental.zip,
DSGG: Dense Relation Transformer for an End-to-end Scene Graph Generation,"Zeeshan Hayder, Xuming He",https://openaccess.thecvf.com/content/CVPR2024/papers/Hayder_DSGG_Dense_Relation_Transformer_for_an_End-to-end_Scene_Graph_Generation_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Hayder_DSGG_Dense_Relation_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.14886
Transcending the Limit of Local Window: Advanced Super-Resolution Transformer with Adaptive Token Dictionary,"Leheng Zhang, Yawei Li, Xingyu Zhou, Xiaorui Zhao, Shuhang Gu",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhang_Transcending_the_Limit_of_Local_Window_Advanced_Super-Resolution_Transformer_with_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhang_Transcending_the_Limit_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2401.08209
Object Dynamics Modeling with Hierarchical Point Cloud-based Representations,"Chanho Kim, Li Fuxin",https://openaccess.thecvf.com/content/CVPR2024/papers/Kim_Object_Dynamics_Modeling_with_Hierarchical_Point_Cloud-based_Representations_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Kim_Object_Dynamics_Modeling_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2404.06044
WWW: A Unified Framework for Explaining What Where and Why of Neural Networks by Interpretation of Neuron Concepts,"Yong Hyun Ahn, Hyeon Bae Kim, Seong Tae Kim",https://openaccess.thecvf.com/content/CVPR2024/papers/Ahn_WWW_A_Unified_Framework_for_Explaining_What_Where_and_Why_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ahn_WWW_A_Unified_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2402.18956
SkySense: A Multi-Modal Remote Sensing Foundation Model Towards Universal Interpretation for Earth Observation Imagery,"Xin Guo, Jiangwei Lao, Bo Dang, Yingying Zhang, Lei Yu, Lixiang Ru, Liheng Zhong, Ziyuan Huang, Kang Wu, Dingxiang Hu, Huimei He, Jian Wang, Jingdong Chen, Ming Yang, Yongjun Zhang, Yansheng Li",https://openaccess.thecvf.com/content/CVPR2024/papers/Guo_SkySense_A_Multi-Modal_Remote_Sensing_Foundation_Model_Towards_Universal_Interpretation_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Guo_SkySense_A_Multi-Modal_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2312.10115
CaKDP: Category-aware Knowledge Distillation and Pruning Framework for Lightweight 3D Object Detection,"Haonan Zhang, Longjun Liu, Yuqi Huang, Zhao Yang, Xinyu Lei, Bihan Wen",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhang_CaKDP_Category-aware_Knowledge_Distillation_and_Pruning_Framework_for_Lightweight_3D_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhang_CaKDP_Category-aware_Knowledge_CVPR_2024_supplemental.pdf,
Mixed-Precision Quantization for Federated Learning on Resource-Constrained Heterogeneous Devices,"Huancheng Chen, Haris Vikalo",https://openaccess.thecvf.com/content/CVPR2024/papers/Chen_Mixed-Precision_Quantization_for_Federated_Learning_on_Resource-Constrained_Heterogeneous_Devices_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chen_Mixed-Precision_Quantization_for_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2311.18129
CFAT: Unleashing Triangular Windows for Image Super-resolution,"Abhisek Ray, Gaurav Kumar, Maheshkumar H. Kolekar",https://openaccess.thecvf.com/content/CVPR2024/papers/Ray_CFAT_Unleashing_Triangular_Windows_for_Image_Super-resolution_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ray_CFAT_Unleashing_Triangular_CVPR_2024_supplemental.pdf,
ICP-Flow: LiDAR Scene Flow Estimation with ICP,"Yancong Lin, Holger Caesar",https://openaccess.thecvf.com/content/CVPR2024/papers/Lin_ICP-Flow_LiDAR_Scene_Flow_Estimation_with_ICP_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Lin_ICP-Flow_LiDAR_Scene_CVPR_2024_supplemental.pdf,
MADTP: Multimodal Alignment-Guided Dynamic Token Pruning for Accelerating Vision-Language Transformer,"Jianjian Cao, Peng Ye, Shengze Li, Chong Yu, Yansong Tang, Jiwen Lu, Tao Chen",https://openaccess.thecvf.com/content/CVPR2024/papers/Cao_MADTP_Multimodal_Alignment-Guided_Dynamic_Token_Pruning_for_Accelerating_Vision-Language_Transformer_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Cao_MADTP_Multimodal_Alignment-Guided_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.02991
G-NeRF: Geometry-enhanced Novel View Synthesis from Single-View Images,"Zixiong Huang, Qi Chen, Libo Sun, Yifan Yang, Naizhou Wang, Qi Wu, Mingkui Tan",https://openaccess.thecvf.com/content/CVPR2024/papers/Huang_G-NeRF_Geometry-enhanced_Novel_View_Synthesis_from_Single-View_Images_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Huang_G-NeRF_Geometry-enhanced_Novel_CVPR_2024_supplemental.zip,
Neural Fields as Distributions: Signal Processing Beyond Euclidean Space,"Daniel Rebain, Soroosh Yazdani, Kwang Moo Yi, Andrea Tagliasacchi",https://openaccess.thecvf.com/content/CVPR2024/papers/Rebain_Neural_Fields_as_Distributions_Signal_Processing_Beyond_Euclidean_Space_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Rebain_Neural_Fields_as_CVPR_2024_supplemental.pdf,
Rolling Shutter Correction with Intermediate Distortion Flow Estimation,"Mingdeng Cao, Sidi Yang, Yujiu Yang, Yinqiang Zheng",https://openaccess.thecvf.com/content/CVPR2024/papers/Cao_Rolling_Shutter_Correction_with_Intermediate_Distortion_Flow_Estimation_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Cao_Rolling_Shutter_Correction_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2404.06350
Style Blind Domain Generalized Semantic Segmentation via Covariance Alignment and Semantic Consistence Contrastive Learning,"Woo-Jin Ahn, Geun-Yeong Yang, Hyun-Duck Choi, Myo-Taeg Lim",https://openaccess.thecvf.com/content/CVPR2024/papers/Ahn_Style_Blind_Domain_Generalized_Semantic_Segmentation_via_Covariance_Alignment_and_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ahn_Style_Blind_Domain_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.06122
